"Reference Families",Services,clientName,urlWebSite,WebSiteType,createdDate,youtube,taches_bd,taches,main_page,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured",ID,Title,Content,Excerpt,"Post Type",Permalink,Date
"Site web","Site Web",https://sotramet.com/wp-content/themes/sotramet/images/logo_sotramet.png,www.sotramet.com,"Site web dynamique",2018,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2019/08/Sotramet-min.jpg,Sotramet-min.jpg,/home/hypermed/public_html/wp-content/uploads/2019/08/Sotramet-min.jpg,1429,Sotramet-min,,,,http://hypermedia.com.tn/wp-content/uploads/2019/08/Sotramet-min.jpg,977,"Création d'un site web pour : SOTRAMET","<strong>Création d'un site web dynamique</strong> pour la société Sotramet.<br>
Sotramet est société spécialisée dans la fabrication des machines de pointe et des solutions complètes pour l’industrie de manutention.<br>
Depuis sa création en 2009 par Mr Tarek Sellami, SOTRAMET développe et fabrique des machines de pointe et des solutions complètes pour l’industrie de manutentionner et transformer des produits poudreux ou granuleux et cherche à conquérir les marchés étrangers avec sa perfection qualifiée.","Création d'un site web dynamique pour la société Sotramet, société spécialisée dans la fabrication des machines de pointe et des solutions complètes pour l’industrie de manutention.",reference,http://hypermedia.com.tn/reference/creation-dun-site-web-dynamique-pour-sotramet/,2019-08-19
"Community Management",,,https://www.facebook.com/BesbesAluminium/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2019/08/besbes.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/08/besbes8fqce.jpg,besbes.jpg|besbes8fqce.jpg,/home/hypermed/public_html/wp-content/uploads/2019/08/besbes.jpg|/home/hypermed/public_html/wp-content/uploads/2019/08/besbes8fqce.jpg,1066|1047,besbes|besbes8fqce,|,|,|,http://hypermedia.com.tn/wp-content/uploads/2019/08/besbes.jpg,996,"Société Besbes Aluminium",,"<li>Conception graphique</li>",reference,http://hypermedia.com.tn/reference/besbes/,2019-08-22
"Community Management",,,https://www.facebook.com/KACEMElectronic/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2019/08/kacem-1.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/08/Kasem_Face.jpg,kacem-1.jpg|Kasem_Face.jpg,/home/hypermed/public_html/wp-content/uploads/2019/08/kacem-1.jpg|/home/hypermed/public_html/wp-content/uploads/2019/08/Kasem_Face.jpg,1065|1044,kacem|Kasem_Face,|,|,|,http://hypermedia.com.tn/wp-content/uploads/2019/08/kacem-1.jpg,1013,"Kasem Electronic",,"<li>Conception graphique</li>",reference,http://hypermedia.com.tn/reference/kasem/,2019-08-22
"Community Management",,,https://www.facebook.com/operapalace.sfax/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2019/08/opera.png|http://hypermedia.com.tn/wp-content/uploads/2019/08/Opera_face.jpg,opera.png|Opera_face.jpg,/home/hypermed/public_html/wp-content/uploads/2019/08/opera.png|/home/hypermed/public_html/wp-content/uploads/2019/08/Opera_face.jpg,1064|1045,opera|Opera_face,|,|,|,http://hypermedia.com.tn/wp-content/uploads/2019/08/opera.png,1030,Opera,,"<li>Conception graphique</li>
<li>Sponsorisation</li>",reference,http://hypermedia.com.tn/reference/opera/,2019-08-22
"Community Management",,,https://www.facebook.com/Marbrerie.Karray/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2020/04/karray-quartz.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/08/karray_face.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/08/kacem.jpg,karray-quartz.jpg|karray_face.jpg|kacem.jpg,/home/hypermed/public_html/wp-content/uploads/2020/04/karray-quartz.jpg|/home/hypermed/public_html/wp-content/uploads/2019/08/karray_face.jpg|/home/hypermed/public_html/wp-content/uploads/2019/08/kacem.jpg,1668|1049|1063,karray-quartz|karray_face|kacem,||,||,||,http://hypermedia.com.tn/wp-content/uploads/2020/04/karray-quartz.jpg,1031,"Karray Quartz",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",reference,http://hypermedia.com.tn/reference/karray-quartz/,2019-08-22
"Community Management",,,https://www.facebook.com/onegymsfax/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/one-gym.png,one-gym.png,/home/hypermed/public_html/wp-content/uploads/2019/09/one-gym.png,1069,one-gym,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/one-gym.png,1068,"One Gym",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",reference,http://hypermedia.com.tn/reference/one-gym/,2019-09-02
"Community Management",,,https://www.facebook.com/S2SCS/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/secret.png|http://hypermedia.com.tn/wp-content/uploads/2019/09/64411564_2180212632092601_1361871916960317440_n.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/09/67777506_2252929348154262_2542695028065566720_n.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/09/68779197_2286050768175453_8415532050466996224_n.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/09/69242689_2279036532210210_5427767578904756224_n.jpg,secret.png|64411564_2180212632092601_1361871916960317440_n.jpg|67777506_2252929348154262_2542695028065566720_n.jpg|68779197_2286050768175453_8415532050466996224_n.jpg|69242689_2279036532210210_5427767578904756224_n.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/secret.png|/home/hypermed/public_html/wp-content/uploads/2019/09/64411564_2180212632092601_1361871916960317440_n.jpg|/home/hypermed/public_html/wp-content/uploads/2019/09/67777506_2252929348154262_2542695028065566720_n.jpg|/home/hypermed/public_html/wp-content/uploads/2019/09/68779197_2286050768175453_8415532050466996224_n.jpg|/home/hypermed/public_html/wp-content/uploads/2019/09/69242689_2279036532210210_5427767578904756224_n.jpg,1091|1087|1088|1089|1090,secret|64411564_2180212632092601_1361871916960317440_n|67777506_2252929348154262_2542695028065566720_n|68779197_2286050768175453_8415532050466996224_n|69242689_2279036532210210_5427767578904756224_n,||||,||||,||||,http://hypermedia.com.tn/wp-content/uploads/2019/09/secret.png,1086,"Secret to success",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",reference,http://hypermedia.com.tn/reference/secret-to-success/,2019-09-02
"Community Management",,,https://www.facebook.com/deli.smoke.house/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/smokehousee.png,smokehousee.png,/home/hypermed/public_html/wp-content/uploads/2019/09/smokehousee.png,1103,smokehousee,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/smokehousee.png,1102,"Smoke House",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",reference,http://hypermedia.com.tn/reference/smoke-house/,2019-09-02
"Community Management",,,https://www.facebook.com/promocash.sfax/,,,,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/promo_Cash_face.png,promo_Cash_face.png,/home/hypermed/public_html/wp-content/uploads/2019/09/promo_Cash_face.png,1105,promo_Cash_face,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/promo_Cash_face.png,1104,"Promo Cash",,"<li>Conception graphique</li>",reference,http://hypermedia.com.tn/reference/promo-cash/,2019-09-02
Audiovisuelle,Audiovisuelle,,,,,https://www.youtube.com/watch?v=p7BBJGqWhTM&t=206s,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/ocean_video.jpg,ocean_video.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/ocean_video.jpg,1108,ocean_video,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/ocean_video.jpg,1107,"Vidéo de Présentation de la société ""OCEAN""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-ocean/,2019-09-02
Audiovisuelle,,,,,,https://www.youtube.com/watch?v=eNK4Lyacu7U&t=2s,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/griffe-video.jpg,griffe-video.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/griffe-video.jpg,1111,griffe-video,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/griffe-video.jpg,1110,"Vidéo de Présentation la société ""La Griffe""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-la-griffe/,2019-09-03
Audiovisuelle,,,,,,https://youtu.be/jbZUrkBbtf0,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/usaid-video2.jpg,usaid-video2.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/usaid-video2.jpg,1113,usaid-video2,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/usaid-video2.jpg,1112,"Vidéo de la cérémonie du projet FIRST by USAID",,,reference,http://hypermedia.com.tn/reference/usaid-first/,2019-09-03
Audiovisuelle,,,,,,https://www.youtube.com/watch?v=3GUGXIiX9Hs&t=51s,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/usaid-video.jpg,usaid-video.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/usaid-video.jpg,1115,usaid-video,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/usaid-video.jpg,1114,"""USAID"" Participation in JES 2018",,,reference,http://hypermedia.com.tn/reference/usaid-participation-in-jes-2018/,2019-09-03
Audiovisuelle,,,,,,https://www.youtube.com/watch?v=W9hRLuUVVSw&t=20s,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/Sans-titre-1-1.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/09/itc_video.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/09/itc_video-1.jpg,Sans-titre-1-1.jpg|itc_video.jpg|itc_video-1.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/Sans-titre-1-1.jpg|/home/hypermed/public_html/wp-content/uploads/2019/09/itc_video.jpg|/home/hypermed/public_html/wp-content/uploads/2019/09/itc_video-1.jpg,1136|1117|1135,Sans-titre-1|itc_video|itc_video,||,||,||,http://hypermedia.com.tn/wp-content/uploads/2019/09/Sans-titre-1-1.jpg,1116,"Vidéo de Présentation de la société ""ITC""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-itc/,2019-09-03
Audiovisuelle,,,,,,https://vimeo.com/194467468,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/cis-confection-1.jpg,cis-confection-1.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/cis-confection-1.jpg,1119,cis-confection-1,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/cis-confection-1.jpg,1118,"Vidéo de Présentation CIS",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-cis/,2019-09-03
Audiovisuelle,,,,,,https://vimeo.com/196257019,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/Sans-titre-1.jpg|http://hypermedia.com.tn/wp-content/uploads/2019/09/real-estate.jpg,Sans-titre-1.jpg|real-estate.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/Sans-titre-1.jpg|/home/hypermed/public_html/wp-content/uploads/2019/09/real-estate.jpg,1134|1121,Sans-titre-1|real-estate,|,|,|,http://hypermedia.com.tn/wp-content/uploads/2019/09/Sans-titre-1.jpg,1120,"""Mainstreet"" Realestate",,,reference,http://hypermedia.com.tn/reference/mainstreet-realestate/,2019-09-03
Audiovisuelle,,,,,,https://vimeo.com/178182669,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/siaf-video.jpg,siaf-video.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/siaf-video.jpg,1123,siaf-video,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/siaf-video.jpg,1122,"Vidéo de présentation de la société ""SIAF""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-siaf/,2019-09-03
Audiovisuelle,,,,,,https://vimeo.com/191781228,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/shopline.jpg,shopline.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/shopline.jpg,1125,shopline,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/shopline.jpg,1124,"Vidéo de Présentation de la société ""Shopline""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-shopline/,2019-09-03
Audiovisuelle,,,,,,https://www.youtube.com/watch?v=Eb6NMD2eY3c,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/tribaldeal.jpg,tribaldeal.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/tribaldeal.jpg,1129,tribaldeal,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/tribaldeal.jpg,1128,"Vidéo de Présentation du concept ""Tribal Deal""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-tribal-deal/,2019-09-03
Audiovisuelle,,,,,,https://www.youtube.com/watch?v=BbSLAJaihr8,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/MyStore.jpg,MyStore.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/MyStore.jpg,1131,MyStore,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/MyStore.jpg,1130,"Vidéo de Présentation de la société ""My Store""",,,reference,http://hypermedia.com.tn/reference/video-de-presentation-my-store/,2019-09-03
Audiovisuelle,,,,,,https://www.youtube.com/watch?v=lS_t3YZq0MI,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/The-space-of-widom.jpg,The-space-of-widom.jpg,/home/hypermed/public_html/wp-content/uploads/2019/09/The-space-of-widom.jpg,1133,The-space-of-widom,,,,http://hypermedia.com.tn/wp-content/uploads/2019/09/The-space-of-widom.jpg,1132,"Vidéo témoignage - ""Space Of Wisdom""",,,reference,http://hypermedia.com.tn/reference/the-space-of-wisdom/,2019-09-03
"Site web","Site Web",http://hypersoft.com.tn/wp-content/themes/amh/images/hypersoft-logo.png,hypersoft.com.tn,"Site web vitrine",2020,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Hypersoft-min.jpg,Hypersoft-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Hypersoft-min.jpg,1512,Hypersoft,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Hypersoft-min.jpg,1511,"Création d'un site web pour : Hypersoft","<strong>Création d'un site web vitrine</strong> pour la société Hypersoft.<br>
HYPERSOFT est une société Tunisienne, implantée à Sfax depuis 2014. Elle est spécialisée dans le développement des nouvelles technologies de l’information et des systèmes embarqués.<br>
Depuis sa création, HYPERSOFT utilise les nouvelles tendances technologiques pour fournir des solutions logicielles et matérielles ingénieuses. La société dispose d’experts et de compétences formant un potentiel technique et managériale.","Développement de site web vitrine pour notre partenaire Hypersoft: Société spécialisée dans le développement des nouvelles technologies de l’information et des systèmes embarqués en Tunisie.",reference,http://hypermedia.com.tn/reference/creation-site-web-vitrine-pour-hypersoft/,2020-03-27
"Site web","Site Web",https://somabe.com.tn/wp-content/themes/somabe/images/logo_somabe.png,somabe.com.tn,"Site web dynamique",2019,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/somab.jpg,somab.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/somab.jpg,1514,somab,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/somab.jpg,1513,"Création d'un site web pour : SOMABE","<strong>Création d'un site web dynamique</strong> pour la société Somabe.<br>
SOMABE est un fournisseur de solutions de systèmes photovoltaïques (PV). Il propose une gamme complète de solutions : raccordé réseau, site isolé, pompage solaire et éclairage public.<br>
Sa mission est de fournir les solutions énergétiques les plus adaptés techniquement et financièrement avec la meilleure qualité de produits et de services","Développement d'un site web dynamique pour la société Somabe. Fournisseur des solutions de systèmes photovoltaïques en Tunisie",reference,http://hypermedia.com.tn/reference/developpement-dun-site-web-dynamique-pour-somabe/,2020-03-27
"Site web","Site Web",https://planete-informatique.tn/planet-xp/wp-content/uploads/2019/08/logoPlqnet.png,planete-informatique.tn,"Site web E-commerce",2019,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Planet-informatique-min.jpg,Planet-informatique-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Planet-informatique-min.jpg,1516,Planet-informatique-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Planet-informatique-min.jpg,1515,"Création d'un site web pour : Planete Informatique","<strong>Création d'un site web E-commerce</strong> pour la société Planete informatique.<br>
Planete informatique est un site e-commerce spécialisé dans la vente en ligne de matériel informatique, des smartphones et accessoires informatique.<br>
Avec plus que 900 produits, Planete informatique met à la disposition de ses clients une large gamme de produits et d'accessoires et assure sa livraison sur toute la Tunisie","Planete informatique est un site e-commerce spécialisé dans la vente en ligne de matériel informatique, des smartphones et accessoires informatique.",reference,http://hypermedia.com.tn/reference/creation-site-web-e-commerce-pour-planete-informatique/,2020-03-27
"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2020/03/bhavani-logo.png,bhavanitechpack.com,"Site web vitrine",2019,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/Bhavani-techpack-min.jpg,Bhavani-techpack-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/Bhavani-techpack-min.jpg,1518,Bhavani-techpack-min,,,Bhavani-techpack,http://hypermedia.com.tn/wp-content/uploads/2020/03/Bhavani-techpack-min.jpg,1517,"Création d'un site web pour : Bhavani Pack","<strong>Création d'un site web vitirne</strong> pour la société Bhavani Tech Pack.<br>
Bhavani Tech Pack est l'un des principaux producteurs indiens et mondiaux d'emballages, de pâtes et papiers, avec 1 000 employés gérant sa dynamique commerciale et ses intérêts dans tout le pays.","Création d'un site web pour Bhavani Tech Pack, producteur indien et international d'emballages , de pâtes et papiers et de fibres cellulosiques.",reference,http://hypermedia.com.tn/reference/creation-site-web-vitrine-pour-bhavani-tech-pack/,2020-03-27
"Site web","Site Web",http://pepiniere-elamen.com/wp-content/uploads/2019/09/logo-2.png,pepiniere-elamen.com,"Site web catalogue",2019,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/pepinere-el-amen-min.jpg,pepinere-el-amen-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/pepinere-el-amen-min.jpg,1520,pepinere-el-amen-min,,,,http://hypermedia.com.tn/wp-content/uploads/2020/03/pepinere-el-amen-min.jpg,1519,"Création d'un site web pour : Pépinière El amen","<strong>Création d'un site web catalogue</strong> pour la société Pépinière El amen.<br>
Pépinière El amen est une pépinière spécialiste dans la distribution des meilleurs plants d’oliviers, Fruitiers et d’agrumes. Son objectif est d'êtres pionnier en proposant des variétés innovantes et d’offrir à ses clients une qualité génétique et sanitaire parfaite.","Création d'un site web pour Pépinière El amen. spécialiste dans la distribution des meilleurs plants d’oliviers, fruitiers et d’agrumes dans toute la Tunisie.",reference,http://hypermedia.com.tn/reference/developpement-site-web-catalogue-pour-pepiniere-el-amen/,2020-03-27
"Site web","Site Web",http://shopline.tn/wp-content/uploads/2019/07/logo.png,shopline.tn,"Site web E-commerce",2019,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",,,http://hypermedia.com.tn/wp-content/uploads/2020/03/shopline-min.jpg,shopline-min.jpg,/home/hypermed/public_html/wp-content/uploads/2020/03/shopline-min.jpg,1525,shopline-min,,,shopline,http://hypermedia.com.tn/wp-content/uploads/2020/03/shopline-min.jpg,1524,"Création d'un site web pour : Shopline","<strong>Création d'un site web E-commerce</strong> pour la société Shopline.<br>
Shopline est un site de vente en ligne d'épiceries, des produits frais et des produits d’hygiène et assure sa distribution dans la région de Sfax - Tunisie  ","Shopline est un site de vente en ligne d'épiceries, des produits frais et des produits d’hygiène et assure sa distribution dans la région de Sfax - Tunisie  ",reference,http://hypermedia.com.tn/reference/creation-site-web-e-commerce-pour-shopline/,2020-03-27
